,age,job,marital,education,default,balance,housing,loan,contact,campaign,y,season,day_binned
29628,26,self-employed,married,tertiary,no,174,yes,no,cellular,3,0,winter,1
29629,32,technician,single,secondary,no,13565,no,no,cellular,2,0,winter,1
29632,34,management,married,tertiary,no,99,no,yes,cellular,2,0,winter,1
29633,32,management,single,tertiary,no,520,no,no,cellular,2,1,winter,1
29634,50,management,divorced,secondary,no,458,no,no,cellular,3,0,winter,1
29636,29,entrepreneur,single,tertiary,no,1028,no,no,cellular,2,0,winter,1
29638,62,self-employed,married,tertiary,no,3685,no,no,cellular,3,0,winter,1
29640,44,entrepreneur,married,tertiary,no,3850,no,no,cellular,2,0,winter,1
29641,27,unemployed,single,tertiary,no,127,no,no,cellular,3,0,winter,1
29642,39,management,divorced,tertiary,no,30,no,yes,cellular,4,0,winter,1
29644,54,unemployed,married,primary,no,541,yes,no,cellular,3,0,winter,1
29645,26,blue-collar,single,secondary,no,2353,no,no,cellular,2,0,winter,1
29646,28,admin.,married,secondary,no,642,yes,no,cellular,2,0,winter,1
29647,37,unemployed,married,secondary,no,80,no,no,cellular,2,0,winter,1
29649,59,unknown,married,primary,no,282,no,no,cellular,2,0,winter,1
29650,37,services,single,secondary,no,1050,yes,no,cellular,3,0,winter,1
29651,26,student,single,secondary,no,119,no,no,cellular,3,0,winter,1
29653,41,management,divorced,tertiary,no,0,no,no,cellular,3,0,winter,1
29654,30,entrepreneur,single,secondary,no,732,no,no,cellular,4,1,winter,1
29655,28,technician,single,secondary,no,525,no,no,cellular,2,0,winter,1
29656,36,services,married,secondary,no,1177,yes,yes,cellular,5,0,winter,1
29657,37,services,divorced,secondary,no,1472,yes,no,cellular,3,0,winter,1
29658,40,management,married,tertiary,no,1308,no,no,telephone,2,1,winter,1
29659,34,technician,single,tertiary,no,651,no,no,cellular,3,0,winter,1
29662,59,management,single,tertiary,no,705,no,no,cellular,4,0,winter,1
29665,59,admin.,married,secondary,no,1089,no,no,telephone,2,0,winter,1
29668,49,admin.,single,secondary,no,780,no,no,telephone,5,0,winter,1
29669,40,unemployed,married,primary,no,-78,no,no,cellular,4,0,winter,1
29673,36,technician,married,secondary,no,58,no,no,cellular,2,0,winter,1
29675,33,unemployed,single,tertiary,no,14889,yes,no,cellular,3,0,winter,1
29680,53,blue-collar,married,secondary,no,483,yes,no,cellular,3,0,winter,1
29681,56,unemployed,divorced,primary,no,802,no,no,telephone,2,0,winter,1
29683,57,technician,married,secondary,no,192,no,no,cellular,4,0,winter,1
29685,43,services,married,secondary,no,-45,yes,yes,cellular,3,0,winter,1
29686,28,blue-collar,single,secondary,no,67,no,no,cellular,5,0,winter,1
29688,49,blue-collar,married,secondary,no,298,yes,no,cellular,3,0,winter,1
29690,30,housemaid,married,tertiary,no,113,yes,yes,cellular,3,0,winter,1
29691,27,admin.,married,secondary,no,16,yes,no,cellular,3,0,winter,1
29694,47,unemployed,married,secondary,no,3188,yes,no,cellular,3,0,winter,1
29696,57,technician,married,unknown,no,2610,no,no,telephone,2,0,winter,1
29698,45,management,married,tertiary,no,1199,no,no,telephone,2,0,winter,1
29700,51,retired,single,secondary,no,5885,no,no,telephone,6,0,winter,1
29702,31,management,married,tertiary,no,777,yes,no,cellular,4,0,winter,1
29703,46,technician,divorced,secondary,no,1547,yes,no,cellular,4,0,winter,1
29704,28,technician,single,secondary,no,2000,no,no,telephone,2,0,winter,1
29706,33,blue-collar,married,secondary,no,640,yes,no,cellular,3,0,winter,1
29708,26,blue-collar,single,secondary,no,4751,no,no,cellular,3,0,winter,1
29709,26,management,single,tertiary,no,1837,no,no,cellular,2,0,winter,1
29714,30,management,single,tertiary,no,179,no,no,cellular,4,0,winter,1
29716,57,management,married,tertiary,no,113,no,no,cellular,2,0,winter,1
29717,36,blue-collar,married,secondary,no,3578,yes,no,telephone,3,0,winter,1
29718,41,management,divorced,tertiary,no,236,no,no,cellular,2,0,winter,1
29719,26,technician,single,tertiary,no,822,no,no,telephone,3,0,winter,1
29721,58,entrepreneur,single,tertiary,yes,6162,no,yes,telephone,1,0,winter,1
29722,59,management,married,tertiary,no,5956,no,no,cellular,1,0,winter,1
29723,58,admin.,married,secondary,no,1142,no,no,telephone,3,0,winter,1
29725,33,technician,single,tertiary,no,461,yes,no,cellular,1,0,winter,1
29726,56,management,married,secondary,no,145,no,no,cellular,1,0,winter,1
29727,48,admin.,married,secondary,no,2088,no,yes,cellular,1,0,winter,1
29728,52,entrepreneur,married,secondary,no,330,no,yes,cellular,1,0,winter,1
29729,57,management,married,secondary,no,82,no,yes,telephone,1,0,winter,1
29731,52,admin.,divorced,secondary,no,774,no,no,cellular,1,0,winter,1
29733,29,blue-collar,single,secondary,no,336,yes,no,cellular,1,0,winter,1
29734,52,blue-collar,married,primary,no,768,no,no,cellular,3,0,winter,1
29735,50,management,married,tertiary,no,207,yes,no,cellular,1,0,winter,1
29736,41,unemployed,married,secondary,no,2423,yes,no,cellular,1,0,winter,1
29739,30,student,single,secondary,no,96,no,no,cellular,1,0,winter,1
29742,59,unemployed,single,secondary,no,865,no,no,cellular,1,0,winter,1
29745,40,technician,divorced,tertiary,no,1082,no,no,cellular,1,0,winter,1
29746,45,self-employed,divorced,tertiary,yes,75,yes,yes,cellular,1,0,winter,1
29747,30,management,single,tertiary,no,1028,no,no,cellular,2,1,winter,1
29749,37,blue-collar,divorced,secondary,no,0,yes,yes,cellular,1,0,winter,1
29750,43,unemployed,single,primary,no,264,no,no,cellular,2,0,winter,1
29751,42,unemployed,divorced,primary,no,148,yes,no,cellular,1,0,winter,1
29753,43,admin.,married,tertiary,no,1317,yes,no,cellular,1,0,winter,1
29754,54,admin.,single,secondary,no,15,yes,no,cellular,1,0,winter,1
29755,32,unemployed,single,secondary,no,104,no,no,cellular,3,0,winter,1
29756,32,unemployed,single,secondary,no,5670,no,no,cellular,1,0,winter,1
29757,30,unemployed,married,tertiary,no,1067,no,no,cellular,2,0,winter,1
29759,53,technician,married,secondary,no,757,no,no,cellular,5,0,winter,1
29760,46,admin.,divorced,secondary,no,1342,yes,no,cellular,1,0,winter,1
29761,45,blue-collar,married,primary,no,305,yes,no,cellular,1,0,winter,1
29763,38,management,single,tertiary,no,175,yes,yes,cellular,5,0,winter,1
29764,38,self-employed,married,secondary,no,581,yes,no,cellular,5,0,winter,1
29767,31,blue-collar,married,secondary,no,1005,no,no,cellular,2,0,winter,1
29770,35,management,single,tertiary,no,134,no,no,cellular,1,0,winter,1
29771,36,blue-collar,married,tertiary,no,-534,yes,no,cellular,1,0,winter,1
29772,56,blue-collar,married,primary,no,115,no,no,telephone,1,0,winter,1
29773,28,blue-collar,married,secondary,no,127,yes,yes,cellular,1,0,winter,1
29776,58,unemployed,married,primary,no,4967,no,no,telephone,3,0,winter,1
29777,43,admin.,married,secondary,no,0,yes,no,cellular,1,0,winter,1
29780,55,management,married,primary,no,384,no,no,telephone,1,0,winter,1
29783,33,technician,divorced,secondary,no,464,no,no,cellular,4,0,winter,1
29786,38,services,married,secondary,no,53,no,no,cellular,1,0,winter,1
29787,32,unemployed,single,tertiary,no,1974,no,no,cellular,1,0,winter,1
29788,40,unemployed,married,primary,no,69,no,yes,cellular,1,0,winter,1
29790,41,self-employed,married,tertiary,no,-195,yes,yes,cellular,3,0,winter,1
29791,32,management,single,tertiary,no,2059,no,no,cellular,2,0,winter,1
29792,52,management,married,tertiary,no,-970,yes,no,cellular,1,1,winter,1
29793,55,blue-collar,married,primary,no,3957,no,yes,cellular,2,0,winter,1
29794,44,entrepreneur,married,tertiary,no,5156,yes,no,cellular,1,0,winter,1
29795,33,technician,married,secondary,no,0,yes,yes,cellular,2,0,winter,1
29796,31,blue-collar,single,secondary,no,25,no,no,cellular,1,0,winter,1
29797,43,services,single,secondary,no,370,yes,no,cellular,1,0,winter,1
29798,59,management,divorced,tertiary,yes,0,no,no,cellular,2,0,winter,1
29799,60,management,married,unknown,no,0,no,no,cellular,1,0,winter,1
29800,40,self-employed,single,unknown,no,109,yes,no,cellular,1,0,winter,1
29801,46,blue-collar,divorced,primary,yes,-17,no,yes,cellular,2,0,winter,1
29802,48,self-employed,married,secondary,no,1559,no,no,cellular,2,0,winter,1
29804,53,self-employed,single,unknown,no,289,no,no,cellular,1,0,winter,1
29805,40,retired,married,primary,no,658,yes,no,cellular,1,0,winter,1
29807,37,services,single,secondary,no,2,yes,no,cellular,1,0,winter,1
29808,40,services,married,secondary,no,293,no,no,telephone,2,0,winter,1
29809,30,admin.,single,tertiary,no,305,no,no,cellular,2,1,winter,1
29811,33,services,married,secondary,no,0,no,no,cellular,1,0,winter,1
29814,48,management,divorced,unknown,no,343,no,no,cellular,1,0,winter,1
29815,34,management,married,tertiary,no,4831,yes,no,cellular,1,0,winter,1
29816,34,services,single,secondary,no,1921,yes,no,cellular,1,0,winter,1
29817,36,blue-collar,married,secondary,no,1055,yes,no,cellular,1,0,winter,1
29819,29,management,married,tertiary,no,1713,yes,no,cellular,2,0,winter,1
29820,32,unemployed,married,tertiary,no,0,no,no,cellular,1,0,winter,1
29821,39,technician,married,unknown,no,931,yes,no,cellular,1,0,winter,1
29822,32,technician,single,tertiary,no,1246,yes,no,cellular,2,1,winter,1
29823,45,blue-collar,divorced,secondary,no,1951,yes,no,cellular,1,0,winter,1
29825,48,management,married,secondary,no,438,no,no,cellular,5,0,winter,1
29826,52,technician,divorced,secondary,no,643,yes,no,cellular,1,0,winter,1
29827,37,management,married,tertiary,no,0,yes,no,cellular,1,0,winter,1
29828,34,management,married,tertiary,no,73,no,no,cellular,2,1,winter,1
29829,43,unemployed,married,secondary,no,553,no,no,telephone,1,0,winter,1
29830,52,management,married,tertiary,no,732,no,no,telephone,1,0,winter,1
29831,47,entrepreneur,divorced,tertiary,no,178,no,no,cellular,1,0,winter,1
29832,31,unemployed,single,primary,no,406,no,no,cellular,1,1,winter,1
29834,30,services,single,tertiary,no,1,no,no,cellular,2,0,winter,1
29836,39,admin.,divorced,secondary,no,512,no,no,cellular,1,0,winter,1
29837,32,management,single,tertiary,no,1431,no,no,cellular,2,0,winter,1
29838,30,unemployed,single,secondary,no,1058,no,no,cellular,1,0,winter,1
29839,36,services,married,secondary,no,372,no,no,cellular,1,0,winter,1
29840,37,management,single,secondary,no,655,no,yes,cellular,6,0,winter,1
29841,31,technician,married,secondary,no,119,yes,no,cellular,1,0,winter,1
29842,51,management,married,tertiary,no,371,no,no,telephone,1,0,winter,1
29844,57,admin.,married,secondary,no,4391,no,no,telephone,1,1,winter,1
29846,31,self-employed,married,tertiary,no,168,no,no,cellular,2,1,winter,1
29850,30,blue-collar,single,primary,no,-10,no,yes,cellular,1,0,winter,1
29851,36,student,single,unknown,no,449,no,no,cellular,2,0,winter,1
29852,28,services,single,secondary,no,0,no,no,cellular,1,0,winter,1
29853,29,management,married,tertiary,no,1441,yes,no,cellular,2,1,winter,1
29855,39,technician,single,secondary,no,935,no,no,cellular,2,0,winter,1
29856,48,blue-collar,married,secondary,no,320,yes,yes,cellular,1,0,winter,1
29857,43,self-employed,divorced,secondary,no,1187,yes,no,cellular,2,0,winter,1
29858,47,management,married,tertiary,no,274,no,yes,cellular,2,0,winter,1
29859,31,entrepreneur,single,tertiary,no,1957,no,no,cellular,3,0,winter,1
29860,39,management,married,tertiary,no,606,no,no,cellular,1,0,winter,1
29861,32,services,single,secondary,no,746,no,no,cellular,1,0,winter,1
29862,51,technician,married,secondary,no,536,yes,yes,cellular,1,0,winter,1
29863,43,technician,married,secondary,no,4056,no,no,cellular,2,0,winter,1
29864,48,self-employed,married,tertiary,no,1223,yes,no,cellular,1,0,winter,1
29865,75,retired,divorced,primary,no,3881,yes,no,cellular,3,1,winter,1
29866,53,management,married,tertiary,no,20772,no,no,cellular,1,0,winter,1
29869,30,blue-collar,single,secondary,no,5,yes,no,cellular,1,0,winter,1
29870,35,services,single,primary,no,739,yes,no,cellular,1,0,winter,1
29871,30,management,single,secondary,no,0,no,no,cellular,1,0,winter,1
29872,29,technician,divorced,secondary,no,328,yes,yes,cellular,1,0,winter,1
29873,43,management,married,tertiary,no,-194,no,no,cellular,1,0,winter,1
29874,38,management,married,tertiary,no,0,yes,no,cellular,1,0,winter,1
29875,31,technician,single,tertiary,no,454,no,no,cellular,3,0,winter,1
29876,52,blue-collar,married,secondary,no,2338,yes,no,cellular,1,0,winter,1
29877,34,services,married,secondary,no,4962,yes,yes,cellular,1,0,winter,1
29878,39,blue-collar,married,primary,no,33,yes,no,cellular,1,0,winter,1
29880,37,unemployed,married,tertiary,no,594,yes,no,cellular,1,0,winter,1
29882,27,technician,single,tertiary,no,931,yes,no,cellular,1,1,winter,1
29884,27,blue-collar,married,secondary,no,77,yes,no,cellular,1,0,winter,1
29885,52,management,divorced,tertiary,no,0,no,no,cellular,1,0,winter,1
29886,34,housemaid,married,primary,no,0,yes,no,cellular,1,0,winter,1
29887,39,admin.,divorced,secondary,no,43,yes,no,cellular,1,0,winter,1
29888,46,blue-collar,married,secondary,no,182,no,no,cellular,1,0,winter,1
29890,26,student,single,secondary,no,334,no,no,telephone,1,0,winter,1
29891,39,technician,single,secondary,no,-168,no,no,cellular,5,0,winter,1
29892,32,technician,married,secondary,no,6172,yes,no,cellular,1,0,winter,1
29893,59,self-employed,married,tertiary,no,185,no,no,cellular,1,0,winter,1
29896,36,technician,married,tertiary,no,98,no,no,cellular,1,0,winter,1
29897,34,services,single,tertiary,no,49,yes,no,cellular,1,0,winter,1
29899,34,blue-collar,single,secondary,no,783,yes,no,cellular,1,0,winter,1
29900,42,unemployed,married,primary,no,75,yes,no,cellular,1,0,winter,1
29902,56,management,divorced,tertiary,no,2189,no,no,cellular,1,0,winter,1
29904,38,blue-collar,married,secondary,no,814,yes,no,cellular,1,0,winter,1
29905,52,blue-collar,divorced,primary,no,528,no,no,cellular,1,0,winter,1
29907,35,self-employed,married,tertiary,no,7990,yes,no,cellular,1,0,winter,1
29908,60,retired,married,secondary,no,6132,no,no,cellular,2,0,winter,1
29910,59,unemployed,married,secondary,no,729,no,no,cellular,1,0,winter,1
29911,45,management,divorced,primary,no,274,no,yes,cellular,1,0,winter,1
29912,33,technician,married,secondary,no,575,no,yes,cellular,2,0,winter,1
29913,32,management,married,tertiary,no,322,no,no,cellular,1,0,winter,1
29914,33,unemployed,single,tertiary,no,3805,yes,no,cellular,1,0,winter,1
29915,33,services,married,tertiary,no,597,no,no,cellular,1,0,winter,1
29916,47,management,single,tertiary,no,-230,no,no,cellular,1,0,winter,1
29918,46,unemployed,single,tertiary,no,705,no,no,cellular,1,0,winter,1
29919,32,technician,married,secondary,no,767,yes,yes,cellular,1,0,winter,1
29920,27,self-employed,single,tertiary,no,451,no,no,cellular,4,0,winter,1
29921,56,unemployed,married,primary,no,122,no,no,cellular,2,0,winter,1
29922,42,management,married,tertiary,yes,0,yes,no,cellular,2,0,winter,1
29923,30,blue-collar,married,secondary,no,364,yes,yes,cellular,1,0,winter,1
29924,28,management,single,tertiary,no,637,yes,no,cellular,1,0,winter,1
29925,60,blue-collar,married,secondary,no,414,no,no,cellular,1,0,winter,1
29930,33,management,single,secondary,no,1473,no,no,telephone,1,0,winter,1
29931,33,technician,divorced,secondary,no,3,no,no,cellular,1,0,winter,1
29933,37,management,married,secondary,no,2442,no,no,cellular,1,0,winter,1
29935,38,technician,married,secondary,no,1442,yes,no,cellular,1,0,winter,1
29936,31,technician,single,tertiary,no,665,yes,no,cellular,1,0,winter,1
29937,38,admin.,single,secondary,no,-213,yes,yes,cellular,1,0,winter,1
29938,51,unemployed,single,tertiary,no,1594,no,no,telephone,1,0,winter,1
29939,37,unemployed,married,primary,no,236,yes,no,cellular,1,0,winter,1
29940,39,admin.,single,secondary,no,223,no,no,cellular,1,0,winter,1
29941,32,entrepreneur,married,tertiary,no,1496,no,no,cellular,1,0,winter,1
29943,28,admin.,married,secondary,no,358,no,no,cellular,1,0,winter,1
29944,22,admin.,single,tertiary,no,897,yes,no,cellular,4,1,winter,1
29945,60,unemployed,divorced,secondary,no,385,yes,no,cellular,1,0,winter,1
29946,31,unemployed,single,secondary,no,1214,no,no,cellular,1,1,winter,1
29947,24,admin.,single,secondary,no,99,no,no,cellular,3,0,winter,1
29948,37,services,single,secondary,no,1045,no,no,cellular,1,0,winter,1
29949,34,admin.,married,secondary,no,1651,no,no,cellular,1,0,winter,1
29952,35,blue-collar,single,secondary,no,341,no,yes,cellular,2,0,winter,1
29953,41,unemployed,married,tertiary,no,28,yes,no,cellular,2,0,winter,1
29956,46,management,single,tertiary,no,2044,no,no,telephone,1,0,winter,1
29957,29,unemployed,married,primary,no,639,no,yes,cellular,2,0,winter,1
29959,48,blue-collar,married,secondary,no,7408,no,yes,cellular,2,0,winter,1
29961,69,retired,married,primary,no,324,no,no,cellular,4,1,winter,1
29962,29,services,single,secondary,no,2559,no,no,cellular,2,0,winter,1
29963,60,retired,divorced,primary,no,2516,no,no,telephone,1,0,winter,1
29964,49,management,married,tertiary,no,20,yes,no,cellular,1,0,winter,1
29966,40,self-employed,married,tertiary,no,1498,no,no,cellular,1,0,winter,1
29967,28,management,single,tertiary,no,6817,yes,no,cellular,4,0,winter,1
29968,30,self-employed,married,tertiary,no,2666,no,no,cellular,1,1,winter,1
29970,36,admin.,single,secondary,no,0,no,no,cellular,2,0,winter,1
29972,39,blue-collar,single,secondary,no,383,yes,yes,cellular,2,0,winter,1
29973,51,housemaid,married,primary,no,618,yes,yes,cellular,1,0,winter,1
29975,38,self-employed,single,tertiary,no,973,no,no,cellular,1,0,winter,1
29976,31,entrepreneur,single,unknown,no,301,yes,no,cellular,1,0,winter,1
29978,27,technician,single,secondary,no,911,no,no,cellular,2,0,winter,1
29979,33,unemployed,single,secondary,no,237,yes,no,cellular,2,0,winter,1
29980,39,unemployed,married,primary,no,590,yes,no,cellular,2,0,winter,1
29982,49,blue-collar,divorced,secondary,no,10613,no,yes,cellular,1,1,winter,1
29983,37,unemployed,single,tertiary,no,1032,no,no,telephone,1,0,winter,1
29984,34,entrepreneur,married,unknown,no,98,no,yes,cellular,1,0,winter,1
29985,29,management,single,tertiary,no,697,no,no,cellular,1,1,winter,1
29986,31,management,married,tertiary,no,2937,yes,no,cellular,1,0,winter,1
